corpus,id,text,labels,labels_final
cards_single,145498,"Most outrageous of all, though, was how ill-prepared the region was for another major storm and how many political decisions had virtually ensured that any repeat of the 1893, 1938, 1944 and other storms would bring devastation far worse than would likely have occurred in the absence of those decisions.",['0_0_0'],['0_0_0']
cards_single,145499,"In one of the most obvious, architects, city planners, mayors and governors alike thought nothing of placing generators in the basements of hospitals and skyscrapers built in areas that are barely above sea level. Past storms have brought surges12 to 18 feet high onto Long Island, and studies have warned that a category 3 direct hit could put much of New York City and its key infrastructure under 30 feet of water. Sandy's 9-foot surges (plus five feet of high tide) flooded those basements, rendering generators useless, and leaving buildings cold and dark. Perhaps if Mayor Bloomberg had worried less about 32-oz sodas and seas that are rising a mere foot per century, he could have devoted more time to critical issues.",['0_0_0'],['0_0_0']
cards_single,145500,"The mayor has also obsessed about urban sprawl. However, when new developments mean high rents, high taxes and photo-op ground breakings, he has a different philosophy.",['0_0_0'],['0_0_0']
cards_single,145501,"Mr. Bloomberg's Arverne by the Sea initiative transformed what he called ""a swath of vacant land"" into a ""vibrant and growing oceanfront community,"" with ""affordable"" homes starting at $559,000. (The land was vacant because a 1950 storm wiped it clean of structures.) The new homes were built on 167 acres of land raised five feet above the surrounding Far Rockaway area. Those Arverne homes mostly survived Sandy. But the high ground caused storm surges to rise higher and move faster elsewhere than they would have on Rockaway lowlands that are always hit head-on by northward moving storms.",['0_0_0'],['0_0_0']
cards_single,145502,"If Sandy had been a category 3 hurricane like its 1938 ancestor, the devastation would have been of biblical proportions as winds, waves and surges slammed into expensive homes, businesses and high-rises, and roared up waterways rendered progressively narrower by hundreds of construction projects.",['0_0_0'],['0_0_0']
cards_single,145503,"Lower Manhattan has doubled in width over the centuries. World Trade Center construction alone contributed 1.2 million cubic yards to build Battery Park City, narrowing the Hudson River by another 700 feet. The East River has likewise been hemmed in, while other water channels have been completely filled. Buildings, malls and raised roadways constructed on former potato fields, forests, grasslands and marshlands have further constricted passageways for storm surges and runoff.",['0_0_0'],['0_0_0']
cards_single,145504,"As a result, storms like Sandy or the Long Island Express send monstrous volumes of water up ever more confined corridors. With nowhere else to go, the surges rise higher, travel faster and pack more power. It's elementary physics which governors, mayors, planners and developers ignore at their peril.",['0_0_0'],['0_0_0']
cards_single,145505,"No wonder, Mayor Bloomberg, Governor Cuomo and other politicos prefer to talk about global warming, rising seas and worsening weather to deflect attention and blame from decisions that have put more people in the path of greater danger. Indeed, the very notion of packing more and more people into ""sustainable, energy-efficient"" coastal cities in the NY-NJ area is itself madness on steroids.",['0_0_0'],['0_0_0']
cards_single,145506,"Worst of all, politicians are increasingly and intentionally obscuring and misrepresenting the nature, frequency and severity of storm, flood and surge risks, so that they can promote and permit more construction in high-risk areas, and secure more money and power. They insist that they can prevent or control climate change and sea level rise, by regulating CO2 emission while they ignore real, known dangers that have arisen before and will arise again, exacerbated by their politicized decisions.",['0_0_0'],['0_0_0']
cards_single,145507,"As a result, unsuspecting business and home owners continue to buy, build and rebuild in areas that are increasingly at risk from hurricanes, northeasters and ""perfect storms"" of natural and political events. And as the population density increases in this NY-NJ area, the ability to evacuate people plummets, especially when roadways, tunnels and other escape routes are submerged. Let the buyer beware.",['0_0_0'],['0_0_0']
cards_single,145508,"Sandy may have been a rare (but hardly unprecedented) confluence of weather events. But the political decisions and blame avoidance are an all-too-common confluence of human tendencies worsened by the dogged determination of our ruling classes to acquire greater power and control, coupled with steadily declining transparency, accountability and liability.",['0_0_0'],['0_0_0']
cards_single,145509,"How nice it must be to have convenient scapegoats like ""dangerous manmade global warming"" and insurance companies today's equivalent of the witches whom our predecessors blamed for storms, droughts, crop failures, disease and destruction. It's time to use the witches' brooms to clean house.",['0_0_0'],['0_0_0']
cards_single,145510,U.S. energy policy: satisfy the Green lobby!,['0_0_0'],['0_0_0']
cards_single,145511,Two of catastrophic climate change's staunchest supporters have been out on the stump promoting their causewith conflicting statements.,['5_2_0'],['5_2_0']
cards_single,145512,"On February 20, Secretary of State John Kerry gave his first speech, as Secretary, at the University of Virginia where he offered a glimpse of how he sees tackling climate change as part of his jobas is ""reducing nuclear threat,"" ""fighting corruption in Nigeria,"" and breaking ""the cycle of poverty, poor nutrition and hunger.""",['0_0_0'],['0_0_0']
cards_single,145513,"On the same day, February 20, NASA's James Hansen was speaking in Santa Fe, New Mexico, at the Lensic Theater, with a follow-up presentation the next day at the Santa Fe Institute where he proposed ""a steep energy tax to curb global warming.""",['0_0_0'],['0_0_0']
cards_single,145514,"In Kerry's introductory comments he says: ""So our challenge is to offer even the most remote place on earth the same choices that have made us strong and free."" Later, he launches into his climate change litany, and talks about developing and deploying ""the clean technologies that will power a new world.""",['0_0_0'],['0_0_0']
cards_single,145515,"Yet the inefficient, intermittent, and uneconomical ""clean technologies"" are not what made America ""strong and free."" America became a superpower on the basis of energy that was abundant, available, and affordable. Now, in the cause of climate change, we want to deny developing countries the same benefits we've had?",['4_6_0'],['4_5_0']
cards_single,145516,"Additionally, Kerry acknowledges: ""We are all in this one together. No nation can stand alone."" After 15 years of supporters' best efforts, the global community has rejected the Kyoto Protocolwhich aimed to reduce greenhouse gas emissions from industrialized countries on the theory that it would stop global warming. It expired December 31, 2012. The world's biggest emitters refused to sign on, the U.S. never ratified it, and Canada has since completely backed out. The U.K. is likely not far behind.",['0_0_0'],['0_0_0']
cards_single,145517,"Last week, London's Daily Express featured a story titled: ""Blackout Britain: EU environmental directive puts millions at risk of power cuts""which concluded with the following: ""We are facing disaster on energy prices. The dynamic has changed, but the thinking hasn't.""",['0_0_0'],['0_0_0']
cards_single,145518,"A few days earlier, February 20, another Daily Express headline addressed the panic the U.K. is facing: ""Cheaper energy is more important than going green."" The ""cheaper energy"" article cites ""rising energy prices"" that have ""gone up 159 per cent since 2004"" and quotes Energy Secretary Ed Davey as saying: ""energy prices are now out of control.""",['0_0_0'],['0_0_0']
cards_single,145519,"The author states: ""Our energy policy is no longer dictated by the need to keep supply plentiful and cheap which for decades was the basis of all planning. Today energy policy is framed with only one factor in mind: satisfying the Green lobby."" He concludes: ""in the U.K. we let the Green lobby sneer at fracking and barely even pay lip-service to its possibilities, at the same time as we close down productive power plants and stand back watching while prices go through the stratosphere.""",['4_1_1'],['4_1_1']
cards_single,145520,"It is true, Secretary Kerry, that ""no one nation can stand alone."" But he has promised we will rise to meet the challenge of tackling climate changerising energy prices, that is.",['0_0_0'],['0_0_0']
cards_single,145522,"Which takes us to Dr. Hansen's presentations in Santa Feprimarily attended by sycophants carrying copies of his book: Storms of My Grandchildren: The Truth About the Coming Climate Catastrophe and Our Last Chance to Save Humanity. However, four scientists also attendeda meteorologist, a physicist, a biologist, and a geologist.",['0_0_0'],['0_0_0']
cards_single,145523,"No transcript of the speech is available; however, the Santa Fe New Mexican covered Hansen's presentation at the Institute, during which he predicted catastrophes, such as rising seas and species extinctions ""if carbon-based fuels continue to be used at the same rate as today.""",['0_0_0'],['0_0_0']
cards_single,145524,"Hansen believes, the paper reported, that ""efforts to stem climate change will be ineffectual as long as fossil fuels remain the cheapest form of energy,"" and therefore he ""proposed a new tax for carbon emissions from oil, gas and coal."" Yet, he stated: ""Government shouldn't be making decisions as to what the next energy sources are. Let the marketplace make the decision."" He wants a tax to make fossil fuels unattractive, but the government should let the marketplace decide?",['0_0_0'],['0_0_0']
cards_single,145525,"""That wasn't the only nonsensical idea he presented,"" the scientists told me.",['0_0_0'],['0_0_0']
cards_single,145526,"Robert Endlich, the meteorologist, reported: ""One item after another struck me as being completely at odds with measurements. For instance, Hansen claimed Earth's energy balance is out of balance, and we are warming rapidly, but recent global surface temperatures of land and water have not increased and, in fact, many measures show cooling over the past 17-19 years. In the U.S., there has not been a new state maximum temperature record set since 1995, and, in spite of the claims to the contrary, July 1936 is still the warmest month on record, set when CO2 was less than 300 parts per million. CO2 is now 395 PPM.""",['1_4_0'],['1_4_0']
cards_single,145527,"Bernie McCune holds degrees in both engineering and biology and has worked with both the National Oceanic and Atmospheric Agency and NASA's Goddard Space Flight Center. ""Hansen admitted there is still some question,"" McCune said. ""But, his presentation was mostly political and didn't prove that CO2 is the problem; it didn't show that humans had anything to do with it.""",['2_2_0'],['2_2_0']
cards_single,145528,"Jerry Clark, the physicist, who has spent 30 years tracking data from the relay satellite system, talked to one of the organizers before the meeting. The young man was surprised to learn that not all scientists agreed with Hansen. Clark feels frustrated because ""the opportunity for opposing views to receive equal time and billing with Dr. Hansen does not exist; nor will the apologists engage in data comparisons."" Instead of the short-term charts Hansen presented, Clark wants to see the data and the real records. Drawing from his experiences on his college debate team, Clark was surprised that ""Hansen didn't even try to justify his thesis of man-made global warming.""",['0_0_0'],['0_0_0']
cards_single,145532,"Pachauri's February 24 speech invited traditional scientific give and take, yet Hansen refused additional discussion with the scientists. When Endlich showed data from the Vostok and the Greenland ice cores, Hansen blew him off, saying: ""you are wrong!"" End of discussion.",['0_0_0'],['0_0_0']
cards_single,145533,"The Santa Fe New Mexican's headline for Hansen's visit was: ""A steep energy tax to curb global warming."" Perhaps Hansen was tipping his hand, confirming the rumor that Obama will approve the long-delayed, but much-needed Keystone pipeline if Congress will approve a carbon tax. Tit for tat.",['0_0_0'],['0_0_0']
cards_single,145534,Just what our teetering economy needs: higher energy prices. What planet do these guys come from?,['4_1_1'],['4_1_1']
cards_single,145535,"The author of Energy Freedom, Marita Noon serves as the executive director for Energy Makes America Great Inc. and the companion educational organization, the Citizens' Alliance for Responsible Energy (CARE). Together they work to educate the public and influence policy makers regarding energy, its role in freedom, and the American way of life. Combining energy, news, politics, and, the environment through public events, speaking engagements, and media, the organizations' combined efforts serve as America's voice for energy.",['0_0_0'],['0_0_0']
cards_single,145536,Obama takes over another large swath of ocean and fisherman are LIVID,['0_0_0'],['0_0_0']
cards_single,145537,"The Obama administration will create a new national monument covering 4,913 square miles not far off the New England coast.",['0_0_0'],['0_0_0']
cards_single,145538,"Environmentalists are ecstatic with the announcement, but New England fishermen aren't very happy about losing fisheries worth $50 million to their bottom-line, reports The Washington Post.",['0_0_0'],['0_0_0']
cards_single,145539,"""The only user group that's going to be negatively affected by this proposal is the fishing industry, period,"" David Borden, executive director of the Atlantic Offshore Lobstermen's Association, told the Post.",['0_0_0'],['0_0_0']
cards_single,145540,"Borden noted oil tankers will still be able to traverse the Northeast Canyons and Seamounts Marine National Monument and telecommunications companies would still be able to lay cable, but fisherman can no longer trawl for crabs, lobsters squid and other delicious seafood.",['0_0_0'],['0_0_0']
cards_single,145541,The White House is giving fishermen and lobster boats who rely on the Northeast Canyons and Seamounts Marine National Monument seven years to leave the area after regional fishing groups lobbied the administration to allow for fishing to continue in the region.,['0_0_0'],['0_0_0']
cards_single,145542,"The new monument is only located 130 miles off the New England coast, and it's been a commercial fishing hotspot for decades. Fishing companies actually supported increased marine life protections, but just wanted it deep enough so they could still fish there.",['0_0_0'],['0_0_0']
cards_single,145543,"""The environmentalists consistently claim these are pristine areas, despite that there's been fishing there for 40 years,"" Borden said. ""Just set the boundaries deep enough so the fishing can continue.""",['0_0_0'],['0_0_0']
cards_single,145544,"The Obama administration estimates six lobster boats and 20 other fishing vessels still operate in the newly-protected area. Officials will allow recreational fishing to continue, but commercial fishing and seabed mining will be banned.",['0_0_0'],['0_0_0']
cards_single,145545,"Eric Reid, who manages a fish processing plant in Rhode Island, told the Post there would be ""localized economic damage,"" hitting Atlantic fishing towns.",['0_0_0'],['0_0_0']
cards_single,145546,The New England monument creation comes on the tails of President Barack Obama designating the largest swath of ocean ever as a national monument in August. Obama expanded the Papah naumoku kea Marine National Monument to four times its original size.,['0_0_0'],['0_0_0']
cards_single,145547,Obama used the Hawaiian monument creation to talk about how global warming could wipe out natural landmarks.,['0_0_0'],['0_0_0']
cards_single,145548,"""When we protect our lands, it helps us protect the climate of the future,"" Obama said at a recent Lake Tahoe environmental summit.",['0_0_0'],['0_0_0']
cards_single,145549,"Obama's added 553 million acres worth of national monuments during his time in office, more than any other U.S. president. Most of these designations have put federal waters under increased protection, according to the Post.",['0_0_0'],['0_0_0']
cards_single,145554,"Africa is still battling ""transitional periods,"" from slavery and colonialism, to neocolonialism and eco-imperialism. Its wars, diseases, and suffering will never end until we stop having greedy leaders who only care about their families, cronies, and tribal members.",['0_0_0'],['0_0_0']
cards_single,145555,"The continent has enough natural resources to bring peace, health, and prosperity to nearly everyone. And yet 90% of Africans still lack electricity and basic necessities, while corrupt leaders who could help transform our nations embezzle billions and leave parents and children starving and poor.",['0_0_0'],['0_0_0']
cards_single,145556,"From Rwanda and Liberia to the Sudan and Uganda, we see every day the horrible effects of war crippled men, widowed women, orphaned children, and frail old people, without hands and legs, with slash marks all over their bodies. They struggle as scavengers, collapse and perish from hunger and disease, while politicians get rich.",['0_0_0'],['0_0_0']
cards_single,145557,"Meanwhile, environmental activists, western powers and UN agencies dictate what issues are important and use them to keep us poor and deprived: Manmade climate change, no GMO foods, no DDT to prevent malaria, using wind and solar power and never building coal, natural gas, or nuclear power plants. This is a criminal trick that denies us our basic rights to affordable energy, jobs, and modern living standards.",['0_0_0'],['0_0_0']
cards_single,145558,"Earlier this year, in South Sudan, I saw thousands of starving people suffering from war wounds, malaria, meningitis, hepatitis, vitamin deficiencies, cholera, and other diseases. Here in Uganda, I see hundreds trying to survive and recover from these diseases, heart attacks, diabetes, kidney failure, and cancer, receiving little or no medication and terribly inadequate care in hospitals and clinics that are falling apart and don't even have window screens or safe running water.",['0_0_0'],['0_0_0']
cards_single,145559,"In January 2015, I was in Kampala's Mulago Hospital caring for my friend and mentor, Cyril Boynes (photo), who was dying from a stroke and kidney failure. The doctors and nurses tried to save him, but they had old, broken equipment and constantly battled electricity failures. Many times, the power went out, the lights and equipment stopped working, and people died before the electricity came back on.",['0_0_0'],['0_0_0']
cards_single,145560,"For those who cannot fly to Europe for care, death does not distinguish between rich and poor, Ugandan or foreign. The same terrible facilities and lack of medicine affect everyone. In a world with so much money, technology and knowledge, there is no reason this should continue, year after year.",['0_0_0'],['0_0_0']
cards_single,145561,"Before war broke out in South Sudan in 2013, there was some stability and a lot of nongovernmental organizations, companies like Ford Motor Company, private investors and other people arrived to do business. Many thought they could earn good profits, and some succeeded.",['0_0_0'],['0_0_0']
cards_single,145562,"Some East African people in Uganda, Kenya, Tanzania, Rwanda, Burundi, Somalia, the Republic of Congo, and other countries around South Sudan received new opportunities and skills. They were able to feed their families, send their children to school, pay medical bills, and cover other expenses.",['0_0_0'],['0_0_0']
cards_single,145563,"But today there is war and economic recession, oil prices have collapsed, and Ford and other companies closed their operations and left. Some 80% of the people again have no jobs. Their families are again impoverished and starving.",['0_0_0'],['0_0_0']
cards_single,145564,"In South Sudan, most people still practice primitive subsistence farming. A UN Development Program report says 90% of the land in South Sudan is suitable for agriculture, but less than 5% of it is cultivated. This is because oil was the primary source of income for the country, the economy has collapsed, and few farmers have modern equipment, fertilizers, or seeds to make any profits.",['0_0_0'],['0_0_0']
cards_single,145565,"If South Sudanese people have electricity at all, it is from small diesel-powered generators for homes, businesses, and hospitals. It is not sufficient, it's available only some of the time, and there is almost no electricity outside of Juba and other big towns. Few people have motor fuels either. for cars or farm machinery, and the land is too vast to be cultivated by hand hoe or animals.",['0_0_0'],['0_0_0']
cards_single,145566,"Calls for us to live ""sustainably,"" use wind and solar and biofuel power, and never use fossil fuels, are a demand that we accept prolonged starvation and death in our poor countries. They mean desperate people will do horrible things to survive, even just another day.",['0_0_0'],['0_0_0']
cards_single,145567,"In 2006, I met a lady in Mulago Hospital whose son was dying from malaria. The Congress of Racial Equality people I was with asked her if she knew that DDT could help prevent malaria, by keeping diseased mosquitoes from coming into their homes. She said, yes, ""but DDT is bad for the environment,"" so she opposed using it.",['0_0_0'],['0_0_0']
cards_single,145568,"It is crazy how lies about this chemical have made mothers willing to let their children die, rather than spray it on their homes. Malaria has killed millions of people in Uganda and is still the number-one killer disease in Africa. Over 1,000 babies and mothers die every day from this disease. We protect the environment from imaginary problems and die from environmental diseases.",['0_0_0'],['0_0_0']
cards_single,145570,"In 2010, 32 coal miners where shot dead in South Africa. They were protesting for salary increases, which the mine owners and South African government said they could not afford, because of the terrible world economy and low coal prices. Meanwhile, the miners' families are starving.",['4_1_1'],['4_1_1']
cards_single,145571,"Our government is planning to construct a pipeline from western Uganda to Tanzania. The project could employ over 15,000 people. Along with other oil operations, it will boost our economy and give us more critically needed energy. But some agencies and organizations oppose it because it would ""contribute to global warming,"" and they would rather see us remain poor beggars to the West.",['0_0_0'],['0_0_0']
cards_single,145572,"Like these ""environmental"" activists, African leaders do not care about the well-being of our citizens. They are incompetent, greedy, callous criminals, driven by ideologies and a love of power over people.",['0_0_0'],['0_0_0']
cards_single,145573,"They love their armies and fast cars, treat their own people like terrorists, and have betrayed our continent. They pay no attention to the most critical and fundamental needs and concerns of people who are jobless, poor, hungry, and at the mercy of diseases and the environment. They do not care that most of their people never have clean water, a decent home, enough food to live, or electricity for even one light bulb and a tiny refrigerator.",['0_0_0'],['0_0_0']
cards_single,145574,"In 2007, Cyril Boynes organized a 332-kilometer (206-mile) people's march from Kampala to Gulu, Uganda, to support using DDT to eradicate malaria. This year, I participated in a march from Gulu to Kampala, to remember those who suffered during the long war with Joseph Kony's murderous Lord's Resistance Army, to honor my mother, who walked 20 km every day so that her children could eat and live and to promote health and prosperity for our country and continent.",['0_0_0'],['0_0_0']
cards_single,145575,"When will that day come? When will politicians and activists who say their care about the world's poor stop worrying about global warming, pesticides and GMO crops and start helping us get the energy, food, medical facilities, technology, jobs, and economic growth we need to improve our lives?",['0_0_0'],['0_0_0']
cards_single,145577,"Steven Lyazi is a student and day laborer in Kampala, Uganda. He served as special assistant to Congress of Racial Equality-Uganda director Cyril Boynes, until Mr. Boynes died in January 2015.",['0_0_0'],['0_0_0']
cards_single,145580,People saw their homes and possessions washed away.,['0_0_0'],['0_0_0']
cards_single,145582,"Yet amidst the hardship and suffering something extraordinary happened. As the waters rose up, so did the people.",['0_0_0'],['0_0_0']
cards_single,145583,"A ""Cajun Navy"" formed as people took to their personal boats and ferried their neighbors to safety. A ""Cajun Marine Corps."" followed as local people joined their professional responders to lend a helping hand.",['0_0_0'],['0_0_0']
cards_single,145584,"Graham Beduze is a Louisiana native and member of CFACT's crack student organizing staff. I was with him at our recent ""Eco-Summit"" in Minnesota.",['0_0_0'],['0_0_0']
cards_single,145585,"""I've gotta get there,"" Graham told me. So we dispatched him home with water and supplies and CFACT's own Cajun responder got to work.",['0_0_0'],['0_0_0']
cards_single,145586,"Take a look at these pictures Graham shot as he joined thousands of others to wade through the devastation asking people, ""Do you need to get somewhere safe? Do you have something to eat and drink? Do you have clothing? A blanket? What do you need? How can I help?""",['0_0_0'],['0_0_0']
cards_single,145587,"""I just started driving around town, particularly to the areas I knew had been hit the hardest,"" Graham said. ""I partnered with some people who were just doing the same thing I was-helping whoever needed help without ever having met them before. It was really emotional, seeing how many folks came out to help the community. It's a terrible disaster but we'll always be here for our fellow Louisianans."" You can follow Graham's efforts at CFACT Campus.",['0_0_0'],['0_0_0']
cards_single,145588,When natural disaster strikes it is up to those who can to lend a helping hand.,['0_0_0'],['0_0_0']
cards_single,145590,Some legislators thought the situation called for more bureaucracy and requiring Cajun navy and marines to obtain certificates and pay a fee before permitting them to help would be just the ticket.,['0_0_0'],['0_0_0']
cards_single,145591,They don't get it. We're glad Graham and his neighbors do.,['0_0_0'],['0_0_0']
cards_single,145592,"Many observed that when Hurricane Katrina struck, politicians and the media tried to use images of the tragedy to question the competence of President George W. Bush, yet gave President Obama a pass when Louisianans suffered once again. We know the playing field's not level. That's why we work to level it.",['0_0_0'],['0_0_0']
cards_single,145593,"Al Gore and the climate crowd couldn't wait to exploit the situation by blaming it on global warming. They know no shame and think we are blind to the facts. Professor Roger Pielke, Jr. dispelled that nonsense by rolling out the data.",['0_0_0'],['0_0_0']
cards_single,145594,"Sorry climate propagandists, floods are not increasing. Check out the facts at Climate Depot.",['1_7_0'],['1_7_0']
cards_single,145595,Some seek to exploit tragedy. Others seek to help.,['0_0_0'],['0_0_0']
cards_single,145596,We're proud of Graham Beduze and the Cajun navy and marines.,['0_0_0'],['0_0_0']
cards_single,145598,Germans forced to waste electricity to prevent Green energy meltdown,['0_0_0'],['0_0_0']
cards_single,145599,"Wind and solar power nearly fried Germany's power grid, but the disaster was prevented when the German government paid consumers to use electricity.",['0_0_0'],['0_0_0']
cards_single,145600,"The grid operators were forced to shut down conventional power plants after green energy produced too much electricity, nearly frying the grid, according to a Tuesday report. Media outlet Quartz attempted to spin the near disaster as a huge triumph, lauding the fact green energy briefly provided 87 percent of Germany's power.",['4_5_0'],['4_2_7']
cards_single,145602,"Power grids require that demand for electricity exactly match supply in order to function. This is an enormous problem for wind and solar power since their output cannot be accurately predicted in advance or easily adjusted. Wind and solar can burn out the grid if they produce too much, or not enough, electricity, leading to brownouts or blackouts. Such damage has already occurred in Germany and in other grids that rely too much on solar and wind power like in California.",['4_5_0'],['4_2_7']
cards_single,145603,"Since wind and solar also run the risk of not producing enough electricity, grid operators have to keep excess conventional power reserves running just in case. Power demand is relatively predictable over time and conventional power plans, like nuclear plants and natural gas, can easily adjust output.",['0_0_0'],['0_0_0']
cards_single,145604,Germany has been minimizing the damage by paying consumers to take excess power and asking wind and solar producers to switch off when they're not needed. Germany paid wind farms $548 million last year to switch off in order to prevent damage to the country's electric grid.,['0_0_0'],['0_0_0']
cards_single,145605,"Due to the damaging effects green energy has had on Germany's grid, the government plans to cap the total amount of wind energy at 40 to 45 percent of national capacity, according to a report published last month by the German newspaper Berliner Zeitung. By 2019, Germany will get rid of 6,000 megawatts of wind power capacity.",['0_0_0'],['0_0_0']
cards_single,145606,"Despite the cut backs to wind power, the German government estimates that it will spend over $1.1 trillion financially supporting wind power, even though building wind turbines hasn't achieved the government's goal of actually reducing carbon dioxide (CO2) emissions to slow global warming.",['0_0_0'],['0_0_0']
cards_single,145607,"The U.S. Federal Energy Regulatory Commission (FERC) is currently investigating how green energy undermines the reliability of the electrical grid. FERC believe there is a ""significant risk"" of electricity in the United States becoming unreliable because ""wind and solar don't offer the services the shuttered coal plants provided."" Environmental regulations could make operating conventional coal or natural gas power plants unprofitable, which could compromise the reliability of the American power grid.",['0_0_0'],['0_0_0']
cards_single,145610,"White House, Greens target Atlantic fishing grounds",['0_0_0'],['0_0_0']
cards_single,145611,"""The sacred cod."" On March 17th, 1784, Mr. John Rowe of Boston arose from his seat in the Hall of Representatives at the Old State House, and offered the following motion: ""That leave might be given to hang up the representation of a cod fish in the room where the House sit, as a memorial of the importance of the Cod-Fishery to the welfare of the Commonwealth .""",['0_0_0'],['0_0_0']
cards_single,145612,"A symbolic cod was placed in the hall, and was later moved to the new State House building in 1798. There it has remained ever since.",['0_0_0'],['0_0_0']
cards_single,145613,"Fishermen and seafood-dependent communities in New England are battening down the hatches, fearing that an Obama administration move to create a giant Atlantic Marine Monument will spell the end to their way of life.",['0_0_0'],['0_0_0']
cards_single,145614,"Led by Earthjustice, the Conservation Law Center, Natural Resources Defense Council, National Geographic Society, and the Pew Charitable Trust, environmentalists are urging the White House to use the 1906 Antiquities Act to designate a 6,000-square-mile area in the Gulf of Maine and off the coast of Massachusetts as a National Monument. The area is home to spectacular geological formations, including Cashes Ledge, an underwater mountain system, and the New England Coral Canyons and Seamounts, an undersea chain of formations about 150 miles off the Massachusetts coast.",['0_0_0'],['0_0_0']
cards_single,145615,"""We have an opportunity to permanently protect two of our nation's greatest ocean treasures, right off our coast,"" Priscilla Brooks, the Conservation Law Foundation's director of ocean conservation, told the Associated Press (September 13, 2015).",['0_0_0'],['0_0_0']
cards_single,145616,"National monument designations come with severe land- and, in this case, sea-use restrictions. For over four hundred years, the area targeted by green activists and the Obama administration has been one of the richest fishing grounds in North America.. The region's fishermen fear that the monument could spell the end of their industry and they suspect that this is the ultimate goal of environmentalists, in and out of government.",['0_0_0'],['0_0_0']
cards_single,145617,"""Excluding Commercial Fishing Activity from Certain Segments of the Ocean""",['0_0_0'],['0_0_0']
cards_single,145618,"This view is shared by Maine Gov. Paul LePage (R). ""These National Marine Monuments serve only one purpose excluding commercial fishing activity from certain segments of the ocean,"" he wrote in a letter to Obama in August. Fishermen are particularly concerned about being denied access to the seafood-rich Cashes Ledge. Robert Vanasse, executive director of the fishing advocacy group Saving Seafood, told the AP that the monument proposal ignores protections already in place in Cashes Ledge, including a prohibition on dredging and bottom trawling.",['0_0_0'],['0_0_0']
cards_single,145619,"Marine monuments there are currently four in the Pacific, and none in the Atlantic are under the jurisdiction of the National Oceanographic and Atmospheric Administration (NOAA). NOAA typically bans commercial fishing, mining, and dredging in marine monuments.",['0_0_0'],['0_0_0']
cards_single,145620,"Every bit as troubling as the monument designation itself is the use of the Antiquities Act to bring it about. Originally crafted to protect Native American sites of historical and cultural significance, the Antiquities Act has been used by the Clinton, Bush, and Obama administrations to declare an area a National Monument for environmental reason via executive action, with little if any local input. ""There shouldn't be a couple of people sitting around a table in the West Wing deciding this kind of thing,"" Saving Seafood's Vanasse told the AP.",['0_0_0'],['0_0_0']
cards_single,145621,"A decision on the monument designation is expected in early 2016. Entering his last year in office, and determined to leave behind an environmental ""legacy"" to augment his unilateral, anti-fossil fuel action on climate change, Obama can be counted on to give NOAA the go ahead to designate the Atlantic Marine Monument.",['0_0_0'],['0_0_0']
cards_single,145624,"At least 12 states will have to impose 40% to 48% reductions. Those states now get 50% to 96% of their electricity from coal, and nearly all their electricity from coal and natural gas. Further complicating matters, even replacing coal-fired units with natural gas turbines is highly restricted under the plan.",['0_0_0'],['0_0_0']
cards_single,145625,"Replacing this power generation with wind and solar will disrupt grid reliability, risk brownouts and blackouts, and bankrupt many businesses, families, and communities.",['4_1_0'],['4_1_0']
cards_single,145626,"Coal-reliant states currently pay 8 to 9 cents per kilowatt-hour. Their rates will likely go well beyond the 15 to 17 cents per kilowatt-hour that families, hospitals, factories, schools, and businesses now pay in ""green energy"" states such as California and Connecticut. They could skyrocket to the 36 to 40 cents that Germans and Danes are paying or 70 to 80 cents when taxpayer subsidies are included.",['4_5_0'],['4_2_7']
cards_single,145627,The EPA claims more taxpayer-financed energy subsidies will help the poorest families. What about everyone else?,['0_0_0'],['0_0_0']
cards_single,145628,"Millions of workers will lose their jobs, leaving more families destitute and welfare-dependent. Many will have to choose between buying food and gasoline, paying the rent or mortgage, visiting doctors, giving to charities, or saving for retirement. Those still working will pay for everyone else.",['0_0_0'],['0_0_0']
cards_single,145629,"Families will face sleep deprivation, greater stress and depression, and more drug and alcohol abuse, spousal and child abuse, and theft and robbery. Nutrition and medical care will suffer. More people will have strokes and heart attacks. More will die prematurely or commit suicide. More elderly people will perish from hypothermia, because they cannot afford to heat their homes properly.",['0_0_0'],['0_0_0']
cards_single,145631,"These are among the reasons Congress has rejected nearly 700 climate bills. The Clean Power Plan is the result of the EPA colluding regularly with radical environmentalist pressure groups and circumventing our legislative process, laws and Constitution.",['0_0_0'],['0_0_0']
cards_single,145634,"These totalitarian green decrees are fraudulent, illegal and unconstitutional. They severely impair the rights of people to enjoy affordable, reliable energy and the quality jobs, living standards, health and welfare such energy brings.",['0_0_0'],['0_0_0']
cards_single,145635,"We must demand debate on every aspect of climate and energy issues and honesty, transparency, and accountability in all regulatory processes. There is no room for fraud and deceit.",['0_0_0'],['0_0_0']
cards_single,145636,"States should refuse to comply with the Clean Power Plan. Elected officials, presidential candidates and citizen groups should speak out loudly, clearly and often and begin curbing the excessive power and representation of extreme environmentalists and bureaucrats in our government.",['0_0_0'],['0_0_0']
cards_single,145637,"Congress and the courts must end the constant collusion and sue-and-settle lawsuits between the EPA and radical pressure groups. Congress must cut agency budgets, especially the billions of dollars the EPA and other agencies give to anti-energy advocacy organizations and rubber-stamping advisory panels.",['0_0_0'],['0_0_0']
